id;ID_GIORNATA;filename;original_name;mime_type;size;uploader_id;visible;uploaded_at
1;GIO20250911163919670;92262b8f1d8df835_1757601559.png;"Screenshot 2025-05-06 164732.png";image/png;94823;CONS003;1;"2025-09-11 16:39:19"
